	Force Plate 1												Force Plate 2
Sample #	COP:X	COP:Y	COP:Z	Ref:X	Ref:Y	Ref:Z	Force:X	Force:Y	Force:Z	Moment:X	Moment:Y	Moment:Z	COP:X	COP:Y	COP:Z	Ref:X	Ref:Y	Ref:Z	Force:X	Force:Y	Force:Z	Moment:X	Moment:Y	Moment:Z
11	277.099004	208.428310	0.000000	254.000000	232.000000	0.000000	-5.039400	-2.242200	720.129410	-16974.666908	-16634.271786	-683.468755	0	0	0	765.000000	232.000000	0.000000	0.631680	-0.336300	3.917300	-14.569262	-198.432208	-199.129251
12	277.545676	208.437071	0.000000	254.000000	232.000000	0.000000	-5.883000	-2.553000	720.129410	-16968.358266	-16955.933726	-678.851261	0	0	0	765.000000	232.000000	0.000000	0.112800	-0.381140	3.826200	-213.305446	-244.022716	-269.293536
13	278.010086	208.455843	0.000000	254.000000	232.000000	0.000000	-6.149400	-2.486400	721.803310	-16994.250757	-17330.559520	-625.469967	0	0	0	765.000000	232.000000	0.000000	0.067680	-0.381140	3.279600	-109.888063	-279.254526	-280.066552
14	278.603951	208.652492	0.000000	254.000000	232.000000	0.000000	-6.637800	-2.886000	721.979510	-16856.422378	-17763.548776	-745.367534	0	0	0	765.000000	232.000000	0.000000	0.496320	-0.112100	2.915200	88.346334	-342.500464	-215.051913
15	278.619668	208.363161	0.000000	254.000000	232.000000	0.000000	-6.793200	-3.441000	725.944010	-17159.021738	-17872.500840	-718.625938	0	0	0	765.000000	232.000000	0.000000	0.360960	-0.224200	3.006300	-197.513212	-102.196827	-301.280455
16	278.551910	208.303016	0.000000	254.000000	232.000000	0.000000	-6.349200	-3.552000	726.736910	-17221.473110	-17842.779418	-740.919759	0	0	0	765.000000	232.000000	0.000000	0.000000	-0.269040	2.095300	7.510266	-218.800396	-306.850183
17	278.620332	207.956494	0.000000	254.000000	232.000000	0.000000	-6.060600	-3.596400	726.384510	-17464.830338	-17883.828044	-732.076711	0	0	0	765.000000	232.000000	0.000000	0.270720	-0.201780	3.188500	244.259717	-268.218496	-360.444789
18	278.573997	207.555433	0.000000	254.000000	232.000000	0.000000	-5.683200	-3.663000	726.825010	-17766.922835	-17860.995437	-772.142430	0	0	0	765.000000	232.000000	0.000000	0.157920	-0.134520	4.737200	-35.198632	-322.092751	-344.276034
19	278.396604	207.118713	0.000000	254.000000	232.000000	0.000000	-6.637800	-3.685200	726.913110	-18086.533952	-17734.210987	-731.968597	0	0	0	765.000000	232.000000	0.000000	0.225600	-0.067260	3.735100	80.388411	-238.889228	-215.103814
20	278.510444	206.722897	0.000000	254.000000	232.000000	0.000000	-6.660000	-3.707400	726.648810	-18367.576738	-17810.484708	-718.627936	0	0	0	765.000000	232.000000	0.000000	0.496320	-0.425980	4.828300	-37.167623	-316.525929	-279.953694
21	278.251586	206.239360	0.000000	254.000000	232.000000	0.000000	-6.748800	-3.085800	725.503510	-18689.434459	-17594.610823	-745.332125	0	0	0	765.000000	232.000000	0.000000	0.451200	0.381140	3.188500	144.920975	-162.351408	-241.379759
22	277.951830	205.754491	0.000000	254.000000	232.000000	0.000000	-6.682200	-2.819400	723.829610	-18997.276593	-17337.043903	-652.020088	0	0	0	765.000000	232.000000	0.000000	0.315840	-0.291460	3.826200	-106.617135	-280.124548	-290.621168
23	277.285022	205.170971	0.000000	254.000000	232.000000	0.000000	-6.193800	-2.530800	723.477210	-19410.190943	-16846.182541	-541.003642	0	0	0	765.000000	232.000000	0.000000	0.270720	-0.179360	3.917300	47.818488	-316.104381	-322.773891
24	276.147878	204.727081	0.000000	254.000000	232.000000	0.000000	-5.572200	-2.242200	722.596210	-19707.307794	-16003.972709	-514.465509	0	0	0	765.000000	232.000000	0.000000	0.315840	0.000000	4.281700	-57.947134	-327.689852	-258.012485
25	275.503389	204.327777	0.000000	254.000000	232.000000	0.000000	-5.017200	-1.554000	720.217510	-19930.019281	-15487.117427	-483.502689	0	0	0	765.000000	232.000000	0.000000	0.270720	-0.134520	2.550800	172.058109	-182.814671	-231.298694
26	274.579767	203.690822	0.000000	254.000000	232.000000	0.000000	-4.662000	-1.420800	719.512710	-20368.813480	-14807.403798	-465.795504	0	0	0	765.000000	232.000000	0.000000	0.383520	-0.089680	3.917300	13.770806	-320.483954	-284.980555
27	273.720471	203.252561	0.000000	254.000000	232.000000	0.000000	-4.218000	-1.132200	718.543610	-20656.288248	-14170.018216	-417.001290	0	0	0	765.000000	232.000000	0.000000	0.360960	-0.156940	2.824100	67.875741	-224.263712	-263.556959
28	272.613550	202.824208	0.000000	254.000000	232.000000	0.000000	-3.751800	-0.777000	717.750710	-20940.945104	-13359.888959	-381.551290	0	0	0	765.000000	232.000000	0.000000	0.135360	-0.470820	4.372800	-29.350358	-254.945992	-274.767822
29	271.464047	202.410468	0.000000	254.000000	232.000000	0.000000	-3.640800	-0.488400	717.750710	-21237.907781	-12534.831860	-270.468798	0	0	0	765.000000	232.000000	0.000000	0.248160	-0.022420	3.097400	-95.890071	-276.641922	-306.465108
30	270.851015	202.455650	0.000000	254.000000	232.000000	0.000000	-3.441000	-0.022200	719.160310	-21247.124064	-12118.581508	-306.101061	0	0	0	765.000000	232.000000	0.000000	0.383520	-0.515660	2.368600	-152.288889	-299.854928	-274.724630
31	270.184779	202.073564	0.000000	254.000000	232.000000	0.000000	-3.285600	-0.466200	719.953210	-21545.633326	-11652.283940	-181.632731	0	0	0	765.000000	232.000000	0.000000	0.428640	-0.022420	3.826200	-11.729792	-435.003328	-279.506443
32	269.215467	202.086858	0.000000	254.000000	232.000000	0.000000	-3.174600	-0.599400	721.098510	-21570.322053	-10971.850722	-252.761503	0	0	0	765.000000	232.000000	0.000000	0.496320	-0.112100	3.370700	-61.947882	-248.972762	-279.585513
33	268.895777	201.991026	0.000000	254.000000	232.000000	0.000000	-2.730600	-0.555000	721.627110	-21655.288999	-10749.196438	-301.737757	0	0	0	765.000000	232.000000	0.000000	0.000000	-0.381140	1.457600	-90.419972	-255.677176	-215.559077
34	268.260491	201.960151	0.000000	254.000000	232.000000	0.000000	-2.109000	-0.244200	721.098510	-21661.690146	-10283.218726	-248.531399	0	0	0	765.000000	232.000000	0.000000	0.451200	-0.336300	3.917300	-89.628458	-191.424892	-274.488116
35	268.133749	201.756796	0.000000	254.000000	232.000000	0.000000	-2.397600	-0.133200	720.569910	-21792.342527	-10184.354379	-350.724778	0	0	0	765.000000	232.000000	0.000000	0.022560	-0.112100	4.008400	3.482762	-287.763780	-258.257185
36	268.032184	202.045371	0.000000	254.000000	232.000000	0.000000	-2.353200	-0.732600	718.367410	-21518.429147	-10080.263927	-270.674592	0	0	0	765.000000	232.000000	0.000000	-0.045120	-0.313880	4.737200	-239.192854	-248.366117	-296.164597
37	267.826782	201.796903	0.000000	254.000000	232.000000	0.000000	-2.530800	-0.688200	719.424610	-21728.851092	-9947.327042	-306.207066	0	0	0	765.000000	232.000000	0.000000	0.000000	-0.605340	2.368600	-118.241206	-294.370580	-199.688663
38	267.438976	202.112418	0.000000	254.000000	232.000000	0.000000	-2.597400	-0.843600	719.160310	-21493.963016	-9664.777800	-319.517979	0	0	0	765.000000	232.000000	0.000000	0.428640	-0.582920	2.368600	-23.546732	-160.513751	-301.675109
39	267.580454	202.262256	0.000000	254.000000	232.000000	0.000000	-3.596400	-0.954600	720.658010	-21430.743545	-9786.862739	-288.219273	0	0	0	765.000000	232.000000	0.000000	0.293280	0.246620	3.826200	-132.637638	-439.154040	-300.754308
40	267.872516	202.126770	0.000000	254.000000	232.000000	0.000000	-3.374400	-1.087800	721.450910	-21552.068944	-10008.338969	-270.467466	0	0	0	765.000000	232.000000	0.000000	0.518880	-0.134520	4.190600	-91.282041	-316.653822	-295.736504
41	267.687767	201.996017	0.000000	254.000000	232.000000	0.000000	-3.418800	-0.843600	721.186610	-21638.470918	-9871.434258	-297.149234	0	0	0	765.000000	232.000000	0.000000	0.473760	-0.269040	2.824100	-77.212647	-228.643284	-279.778312
42	267.647315	201.766899	0.000000	254.000000	232.000000	0.000000	-3.596400	-0.355200	722.067610	-21830.343186	-9854.283873	-390.502229	0	0	0	765.000000	232.000000	0.000000	0.631680	-0.313880	2.368600	43.193413	-318.896189	-295.903352
43	267.613103	201.824118	0.000000	254.000000	232.000000	0.000000	-4.129200	-0.088800	720.834210	-21751.808223	-9812.790531	-439.325303	0	0	0	765.000000	232.000000	0.000000	0.609120	-0.313880	3.735100	14.518745	-357.247980	-252.889660
44	267.929554	201.428197	0.000000	254.000000	232.000000	0.000000	-3.862800	-0.244200	721.186610	-22047.974740	-10045.807753	-501.589493	0	0	0	765.000000	232.000000	0.000000	0.270720	0.089680	4.190600	-35.665254	-391.674565	-284.813707
45	268.111687	201.143119	0.000000	254.000000	232.000000	0.000000	-3.951600	-0.310800	721.186610	-22253.569322	-10177.159455	-528.238626	0	0	0	765.000000	232.000000	0.000000	0.451200	-0.582920	4.555000	116.345311	-276.828718	-188.732602
46	268.426807	200.858739	0.000000	254.000000	232.000000	0.000000	-4.240200	-0.266400	721.979510	-22483.352520	-10415.858898	-528.191673	0	0	0	765.000000	232.000000	0.000000	0.338400	-0.156940	3.644000	1.882463	-318.411544	-301.210268
47	268.611917	200.685859	0.000000	254.000000	232.000000	0.000000	-4.440000	-0.222000	723.477210	-22655.067376	-10571.388757	-559.275262	0	0	0	765.000000	232.000000	0.000000	0.518880	-0.022420	2.824100	-30.107780	-296.238516	-322.494010
48	268.770997	200.579347	0.000000	254.000000	232.000000	0.000000	-4.706400	-0.377400	722.772410	-22709.981396	-10676.069238	-545.881209	0	0	0	765.000000	232.000000	0.000000	0.473760	0.134520	4.281700	134.923731	-230.353049	-284.682736
49	269.293493	200.599854	0.000000	254.000000	232.000000	0.000000	-5.106000	-0.555000	723.477210	-22717.290261	-11064.493807	-554.687071	0	0	0	765.000000	232.000000	0.000000	0.631680	0.067260	4.737200	57.077275	-1.863743	-279.322875
50	269.744980	200.387684	0.000000	254.000000	232.000000	0.000000	-5.772000	-0.643800	721.803310	-22817.874298	-11364.778762	-563.453418	0	0	0	765.000000	232.000000	0.000000	0.473760	0.044840	3.917300	9.611280	-295.769011	-257.898931
51	269.727121	200.254231	0.000000	254.000000	232.000000	0.000000	-5.550000	-0.088800	722.596210	-22939.372405	-11364.357886	-661.326672	0	0	0	765.000000	232.000000	0.000000	0.293280	-0.493240	3.097400	-20.346133	-240.768949	-237.088564
52	270.343488	200.372941	0.000000	254.000000	232.000000	0.000000	-6.238200	-0.510600	722.508110	-22850.806806	-11808.302456	-727.847495	0	0	0	765.000000	232.000000	0.000000	-0.022560	-0.269040	2.368600	-1.977627	-180.620261	-236.947492
53	270.504539	200.426847	0.000000	254.000000	232.000000	0.000000	-6.859800	-0.399600	722.067610	-22797.951264	-11917.392785	-745.527596	0	0	0	765.000000	232.000000	0.000000	0.360960	-0.381140	3.279600	12.083131	-234.204213	-247.686546
54	270.711083	200.117819	0.000000	254.000000	232.000000	0.000000	-6.771000	-0.643800	721.450910	-23001.428473	-12056.226027	-696.628598	0	0	0	765.000000	232.000000	0.000000	0.248160	-0.381140	3.644000	-44.351925	-390.157489	-177.818687
55	271.202294	200.121614	0.000000	254.000000	232.000000	0.000000	-7.414800	-0.421800	720.041310	-22953.754896	-12386.361965	-816.548698	0	0	0	765.000000	232.000000	0.000000	0.315840	-0.022420	2.550800	-133.208682	-250.409903	-279.549984
56	271.192726	200.418231	0.000000	254.000000	232.000000	0.000000	-7.725600	-0.244200	721.362810	-22781.913925	-12402.192988	-816.508516	0	0	0	765.000000	232.000000	0.000000	0.293280	-0.112100	3.461800	13.076150	-175.352988	-220.508087
57	271.509861	200.280443	0.000000	254.000000	232.000000	0.000000	-8.125200	-0.399600	720.569910	-22856.158363	-12617.078767	-887.546156	0	0	0	765.000000	232.000000	0.000000	0.248160	0.067260	3.279600	-54.948886	-154.575037	-306.359914
58	271.469084	200.400080	0.000000	254.000000	232.000000	0.000000	-8.236200	-0.333000	721.979510	-22814.494605	-12612.320871	-891.977060	0	0	0	765.000000	232.000000	0.000000	0.045120	-0.605340	2.368600	-52.564410	-220.872806	-317.982847
59	271.207587	200.110310	0.000000	254.000000	232.000000	0.000000	-8.391600	-0.244200	721.362810	-23004.036431	-12412.913022	-891.956969	0	0	0	765.000000	232.000000	0.000000	0.518880	0.044840	2.550800	28.903548	-258.293134	-274.014914
60	271.159614	200.085165	0.000000	254.000000	232.000000	0.000000	-8.635800	-0.244200	721.098510	-23013.740184	-12373.771784	-869.689233	0	0	0	765.000000	232.000000	0.000000	-0.067680	0.000000	2.915200	-57.419665	-311.196399	-317.316324
61	271.051263	200.099763	0.000000	254.000000	232.000000	0.000000	-8.413800	-0.510600	720.569910	-22986.350995	-12286.627325	-936.381773	0	0	0	765.000000	232.000000	0.000000	0.451200	-0.269040	3.188500	44.617889	-256.413412	-236.764620
62	270.929465	200.033854	0.000000	254.000000	232.000000	0.000000	-9.235200	-0.288600	720.305610	-23025.394493	-12194.388321	-976.260790	0	0	0	765.000000	232.000000	0.000000	0.112800	-0.448400	3.644000	-65.728161	-300.246197	-237.105632
63	270.600378	199.904989	0.000000	254.000000	232.000000	0.000000	-8.991000	-0.510600	719.512710	-23092.768507	-11944.183126	-1020.735767	0	0	0	765.000000	232.000000	0.000000	0.518880	0.044840	3.279600	122.446227	-343.803820	-247.125914
64	270.324315	199.940869	0.000000	254.000000	232.000000	0.000000	-9.368400	-0.111000	718.896010	-23047.181469	-11735.485021	-980.696688	0	0	0	765.000000	232.000000	0.000000	0.451200	-0.022420	3.644000	-49.189061	-303.978716	-268.742135
65	270.156099	199.875377	0.000000	254.000000	232.000000	0.000000	-9.346200	-0.599400	719.865110	-23125.395441	-11630.211815	-1016.221502	0	0	0	765.000000	232.000000	0.000000	0.293280	0.112100	3.644000	-34.583788	-354.284516	-295.534300
66	269.526923	199.713671	0.000000	254.000000	232.000000	0.000000	-9.235200	-0.355200	720.129410	-23250.334910	-11181.393884	-945.140461	0	0	0	765.000000	232.000000	0.000000	0.270720	-0.156940	3.917300	-45.135029	-175.011375	-220.569392
67	268.885902	199.726526	0.000000	254.000000	232.000000	0.000000	-8.991000	-0.510600	719.424610	-23218.331428	-10709.284534	-954.060764	0	0	0	765.000000	232.000000	0.000000	0.473760	0.582920	3.188500	171.520084	-210.258325	-354.068163
68	268.500604	199.710784	0.000000	254.000000	232.000000	0.000000	-8.391600	-0.310800	720.305610	-23258.103525	-10444.866735	-887.506640	0	0	0	765.000000	232.000000	0.000000	-0.067680	-0.336300	4.646100	-24.232978	-341.445346	-323.088604
69	267.818746	199.813638	0.000000	254.000000	232.000000	0.000000	-8.458200	-0.643800	720.041310	-23175.510158	-9950.068086	-789.678342	0	0	0	765.000000	232.000000	0.000000	0.496320	0.224200	3.097400	129.480387	-286.276982	-182.390633
70	267.676446	199.855938	0.000000	254.000000	232.000000	0.000000	-8.658000	-0.555000	720.569910	-23162.044050	-9854.835266	-829.655482	0	0	0	765.000000	232.000000	0.000000	0.180480	-0.336300	4.646100	-99.292175	-294.643204	-274.592614
71	267.127210	199.628397	0.000000	254.000000	232.000000	0.000000	-8.968800	-0.488400	719.600810	-23294.631570	-9446.350723	-780.711418	0	0	0	765.000000	232.000000	0.000000	0.293280	0.156940	2.550800	-23.038455	-183.690585	-182.547903
72	266.860124	199.856884	0.000000	254.000000	232.000000	0.000000	-9.057600	-0.444000	720.746110	-23167.025588	-9268.884391	-874.044434	0	0	0	765.000000	232.000000	0.000000	0.360960	-0.246620	4.372800	-142.616763	-263.705138	-301.306754
73	266.183343	199.670373	0.000000	254.000000	232.000000	0.000000	-9.079800	-0.777000	722.684310	-23364.114292	-8804.710695	-842.898908	0	0	0	765.000000	232.000000	0.000000	0.112800	-0.022420	4.281700	53.771182	-329.212821	-193.583557
74	265.359671	199.610590	0.000000	254.000000	232.000000	0.000000	-8.924400	-0.244200	722.155710	-23390.197684	-8203.451042	-838.523727	0	0	0	765.000000	232.000000	0.000000	0.654240	-0.605340	4.281700	31.138730	-218.547965	-242.458527
75	264.664259	199.888043	0.000000	254.000000	232.000000	0.000000	-8.502600	-0.222000	722.948610	-23215.294896	-7709.710979	-780.814315	0	0	0	765.000000	232.000000	0.000000	0.631680	0.336300	3.097400	11.861588	-216.282867	-252.118291
76	263.817005	199.623531	0.000000	254.000000	232.000000	0.000000	-8.236200	-0.532800	721.627110	-23363.737520	-7084.216786	-767.501071	0	0	0	765.000000	232.000000	0.000000	0.721920	-0.470820	3.826200	-0.992172	-239.453808	-360.586210
77	262.633932	199.962081	0.000000	254.000000	232.000000	0.000000	-7.592400	-0.777000	720.834210	-23094.028052	-6223.633531	-678.694196	0	0	0	765.000000	232.000000	0.000000	0.135360	0.044840	3.826200	56.558442	-282.523432	-231.140553
78	261.698843	199.973436	0.000000	254.000000	232.000000	0.000000	-7.215000	-0.799200	720.217510	-23066.092499	-5544.841879	-807.663470	0	0	0	765.000000	232.000000	0.000000	0.225600	-0.582920	3.826200	-211.757357	-304.839491	-285.620083
79	260.581135	199.805388	0.000000	254.000000	232.000000	0.000000	-7.037400	-1.420800	719.072210	-23150.250644	-4732.311182	-736.524820	0	0	0	765.000000	232.000000	0.000000	0.270720	-0.224200	3.006300	-9.865221	-249.192375	-188.381488
80	259.690525	199.882204	0.000000	254.000000	232.000000	0.000000	-6.882000	-0.999000	720.834210	-23151.605809	-4101.925180	-736.585759	0	0	0	765.000000	232.000000	0.000000	0.451200	-0.358720	3.461800	69.177678	-360.202198	-285.270015
81	258.697260	199.990461	0.000000	254.000000	232.000000	0.000000	-6.349200	-1.332000	721.891410	-23107.411181	-3390.911994	-674.422356	0	0	0	765.000000	232.000000	0.000000	-0.157920	-0.022420	3.461800	-264.913921	-355.364905	-231.332655
82	257.097658	199.608647	0.000000	254.000000	232.000000	0.000000	-5.305800	-1.221000	719.512710	-23305.989831	-2228.803953	-585.713828	0	0	0	765.000000	232.000000	0.000000	0.518880	-0.313880	4.555000	51.731862	-401.737067	-328.213693
83	255.652579	199.640627	0.000000	254.000000	232.000000	0.000000	-4.528800	-1.287600	720.305610	-23308.638150	-1190.361682	-554.729473	0	0	0	765.000000	232.000000	0.000000	0.473760	-0.156940	2.459700	-138.396391	-275.246845	-258.135619
84	254.008131	199.671480	0.000000	254.000000	232.000000	0.000000	-3.552000	-1.620600	721.715210	-23331.984354	-5.868100	-492.643771	0	0	0	765.000000	232.000000	0.000000	0.406080	-0.089680	4.008400	-14.411558	-255.623326	-252.705047
85	252.300719	199.593502	0.000000	254.000000	232.000000	0.000000	-2.841600	-1.087800	722.860510	-23425.377316	1228.343446	-315.010708	0	0	0	765.000000	232.000000	0.000000	0.203040	0.022420	3.735100	-94.395265	-294.450516	-258.029727
86	250.398085	199.242654	0.000000	254.000000	232.000000	0.000000	-2.442000	-0.754800	722.067610	-23653.018196	2600.826399	-337.332279	0	0	0	765.000000	232.000000	0.000000	0.338400	-0.448400	3.279600	0.089295	-299.171702	-220.885150
87	248.855370	198.954682	0.000000	254.000000	232.000000	0.000000	-1.665000	-0.310800	720.481810	-23808.550205	3706.612276	-257.493771	0	0	0	765.000000	232.000000	0.000000	0.428640	-0.336300	4.099500	-70.933988	-237.793700	-236.852224
88	247.266251	198.619731	0.000000	254.000000	232.000000	0.000000	-1.198800	-0.199800	720.922310	-24064.580497	4854.509717	-253.139236	0	0	0	765.000000	232.000000	0.000000	0.541440	-0.134520	3.097400	59.258327	-269.216411	-344.127995
89	245.230097	198.773404	0.000000	254.000000	232.000000	0.000000	-0.710400	0.111000	719.512710	-23906.958315	6310.056534	-191.019567	0	0	0	765.000000	232.000000	0.000000	0.315840	-0.067260	3.097400	-60.101431	-316.894467	-220.446781
90	243.673841	198.822227	0.000000	254.000000	232.000000	0.000000	-0.466200	0.177600	718.455510	-23836.753746	7418.885912	-128.837628	0	0	0	765.000000	232.000000	0.000000	0.473760	-0.022420	3.006300	-67.707708	-379.356212	-241.844427
91	242.114625	198.484169	0.000000	254.000000	232.000000	0.000000	0.111000	-0.177600	717.134010	-24035.341923	8523.406464	-115.575221	0	0	0	765.000000	232.000000	0.000000	0.360960	-0.022420	4.646100	-96.487869	-226.400917	-317.177167
92	240.462145	198.788888	0.000000	254.000000	232.000000	0.000000	0.954600	-0.444000	716.781610	-23805.114393	9703.685539	-235.716544	0	0	0	765.000000	232.000000	0.000000	0.631680	-0.381140	3.644000	40.089671	-282.767431	-199.181848
93	238.998857	198.932584	0.000000	254.000000	232.000000	0.000000	1.753800	-0.710400	717.310210	-23719.595192	10760.473041	-160.270089	0	0	0	765.000000	232.000000	0.000000	0.383520	-0.022420	2.915200	-58.290144	-244.058887	-209.612459
94	238.006345	199.110214	0.000000	254.000000	232.000000	0.000000	1.931400	-0.643800	717.574510	-23600.871860	11476.639504	-209.201499	0	0	0	765.000000	232.000000	0.000000	0.270720	-0.246620	4.190600	-86.252036	-231.769158	-317.474987
95	236.982203	199.320376	0.000000	254.000000	232.000000	0.000000	2.530800	-1.309800	717.134010	-23435.669709	12204.041198	-173.693113	0	0	0	765.000000	232.000000	0.000000	0.112800	-0.403560	2.459700	-82.294862	-223.607410	-242.430835
96	235.615048	199.924952	0.000000	254.000000	232.000000	0.000000	2.886000	-1.443000	717.574510	-23016.236763	13192.572861	-147.074616	0	0	0	765.000000	232.000000	0.000000	0.406080	-0.448400	1.913100	-102.589631	-234.353138	-193.970026
97	234.555021	200.097533	0.000000	254.000000	232.000000	0.000000	3.330000	-1.731600	716.693510	-22864.290766	13936.090194	-196.024230	0	0	0	765.000000	232.000000	0.000000	0.428640	-0.493240	1.457600	-66.625168	-215.882350	-274.680915
98	233.793583	200.479904	0.000000	254.000000	232.000000	0.000000	3.862800	-2.086800	718.191210	-22637.455571	14512.070815	-182.754053	0	0	0	765.000000	232.000000	0.000000	0.090240	-0.470820	2.368600	-113.018333	-232.030836	-177.984839
99	232.359642	200.449389	0.000000	254.000000	232.000000	0.000000	3.907200	-2.197800	716.429210	-22603.779048	15503.784936	-227.202945	0	0	0	765.000000	232.000000	0.000000	0.338400	-0.672600	4.555000	-121.696594	-159.574740	-221.148137
100	231.718287	200.887777	0.000000	254.000000	232.000000	0.000000	3.663000	-2.175600	717.486410	-22322.597505	15986.826109	-236.051986	0	0	0	765.000000	232.000000	0.000000	-0.067680	-0.246620	4.099500	-29.922474	-190.304978	-150.893809
101	231.118227	200.866047	0.000000	254.000000	232.000000	0.000000	3.307800	-0.932400	718.719810	-22376.588731	16445.583404	-196.084281	0	0	0	765.000000	232.000000	0.000000	0.293280	-0.582920	2.733000	-23.687390	-212.122907	-280.216158
102	230.687834	200.487961	0.000000	254.000000	232.000000	0.000000	3.174600	-0.266400	718.103110	-22628.893394	16740.539231	-191.669250	0	0	0	765.000000	232.000000	0.000000	0.067680	-0.336300	2.641900	-51.606556	-438.411911	-242.369355
103	230.305265	200.445887	0.000000	254.000000	232.000000	0.000000	2.974800	0.111000	720.305610	-22728.604525	17067.450771	-213.889478	0	0	0	765.000000	232.000000	0.000000	0.270720	-0.291460	4.099500	127.837360	-344.536703	-247.616184
104	229.835409	200.369529	0.000000	254.000000	232.000000	0.000000	2.730600	0.732600	721.098510	-22808.685554	17425.050696	-116.106467	0	0	0	765.000000	232.000000	0.000000	0.045120	-0.425980	4.463900	-177.762958	-355.017399	-269.372258
105	229.044716	200.147832	0.000000	254.000000	232.000000	0.000000	2.886000	0.999000	721.186610	-22971.356834	17997.416583	-58.369972	0	0	0	765.000000	232.000000	0.000000	0.609120	0.000000	3.735100	73.617448	-272.592177	-284.788279
106	228.441332	200.346715	0.000000	254.000000	232.000000	0.000000	3.574200	0.532800	724.182010	-22922.739675	18509.127640	101.566895	0	0	0	765.000000	232.000000	0.000000	0.541440	-0.246620	5.557100	-21.102708	-328.538841	-285.103689
107	227.528638	200.265691	0.000000	254.000000	232.000000	0.000000	4.306800	0.754800	723.565310	-22961.844843	19153.759482	150.315932	0	0	0	765.000000	232.000000	0.000000	0.496320	0.022420	2.733000	-75.243656	-220.006138	-311.694521
108	226.849865	200.194570	0.000000	254.000000	232.000000	0.000000	4.551000	0.333000	722.508110	-22979.681339	19616.192939	168.086942	0	0	0	765.000000	232.000000	0.000000	0.789600	-0.067260	5.010500	4.836910	-158.814932	-274.041910
109	225.926375	200.269324	0.000000	254.000000	232.000000	0.000000	4.573200	-0.155400	722.420010	-22922.875317	20280.948187	265.912132	0	0	0	765.000000	232.000000	0.000000	0.180480	0.067260	3.097400	20.180640	-255.201777	-231.096838
110	225.224858	200.218192	0.000000	254.000000	232.000000	0.000000	4.484400	0.000000	721.362810	-22926.214648	20757.317029	257.025240	0	0	0	765.000000	232.000000	0.000000	0.293280	-0.269040	4.190600	-21.445718	-195.020271	-220.692177
111	224.591134	200.516119	0.000000	254.000000	232.000000	0.000000	4.684200	-0.643800	722.596210	-22750.133039	21250.734887	297.046781	0	0	0	765.000000	232.000000	0.000000	0.248160	-0.089680	2.641900	89.322306	-304.326222	-306.544004
