	Force Plate 1												Force Plate 2
Sample #	COP:X	COP:Y	COP:Z	Ref:X	Ref:Y	Ref:Z	Force:X	Force:Y	Force:Z	Moment:X	Moment:Y	Moment:Z	COP:X	COP:Y	COP:Z	Ref:X	Ref:Y	Ref:Z	Force:X	Force:Y	Force:Z	Moment:X	Moment:Y	Moment:Z
13	282.706375	270.919509	0.000000	254.000000	232.000000	0.000000	-2.353200	-0.488400	720.834210	28054.513195	-20692.536923	489.400901	0	0	0	765.000000	232.000000	0.000000	0.293280	-0.403560	4.099500	76.572968	-354.818818	-280.005769
14	282.715344	271.124601	0.000000	254.000000	232.000000	0.000000	-2.197800	-0.821400	719.160310	28136.859881	-20650.935513	462.730345	0	0	0	765.000000	232.000000	0.000000	0.270720	-0.112100	3.552900	50.570583	-306.270739	-166.738795
15	282.874695	270.939479	0.000000	254.000000	232.000000	0.000000	-2.464200	-0.932400	720.481810	28055.186014	-20803.692391	440.560844	0	0	0	765.000000	232.000000	0.000000	0.360960	-0.112100	3.826200	-146.565301	-291.282578	-285.015562
16	282.729471	271.309535	0.000000	254.000000	232.000000	0.000000	-2.064600	-1.221000	721.010410	28342.583695	-20714.247860	396.064000	0	0	0	765.000000	232.000000	0.000000	0.315840	-0.112100	2.824100	-42.972096	-203.699482	-306.544178
17	282.638522	271.380278	0.000000	254.000000	232.000000	0.000000	-2.308800	-0.777000	720.922310	28390.121289	-20646.149425	391.626215	0	0	0	765.000000	232.000000	0.000000	0.451200	-1.053740	2.641900	-210.815475	-236.959850	-302.218673
18	282.757675	271.438747	0.000000	254.000000	232.000000	0.000000	-2.331000	-1.154400	720.922310	28432.272856	-20732.049702	453.890294	0	0	0	765.000000	232.000000	0.000000	0.496320	0.179360	4.008400	-144.701804	-287.345585	-236.221231
19	282.618696	271.233431	0.000000	254.000000	232.000000	0.000000	-2.419800	-0.999000	720.922310	28284.256031	-20631.856597	418.333401	0	0	0	765.000000	232.000000	0.000000	0.360960	-0.246620	3.917300	-1.704947	-216.139835	-333.573554
20	282.727130	271.318268	0.000000	254.000000	232.000000	0.000000	-2.020200	-1.021200	721.803310	28380.056183	-20735.337880	440.490248	0	0	0	765.000000	232.000000	0.000000	-0.045120	-0.179360	3.826200	19.706454	-68.579706	-247.606605
21	282.516741	271.355748	0.000000	254.000000	232.000000	0.000000	-2.442000	-1.265400	721.098510	28379.371062	-20563.379573	387.243597	0	0	0	765.000000	232.000000	0.000000	0.293280	-0.246620	3.097400	-29.535664	-268.987551	-258.310479
22	282.673747	271.580711	0.000000	254.000000	232.000000	0.000000	-2.575200	-1.265400	720.658010	28524.156479	-20663.965363	391.711907	0	0	0	765.000000	232.000000	0.000000	0.112800	-0.291460	2.915200	90.764902	-355.828518	-236.921541
23	282.529960	271.884251	0.000000	254.000000	232.000000	0.000000	-2.775000	-0.888000	721.627110	28781.557013	-20587.992703	396.161680	0	0	0	765.000000	232.000000	0.000000	0.496320	-0.381140	2.550800	-109.606746	-219.792418	-301.412297
24	282.322874	271.818965	0.000000	254.000000	232.000000	0.000000	-2.930400	-1.198800	722.243810	28759.001077	-20456.020084	382.878739	0	0	0	765.000000	232.000000	0.000000	0.090240	-0.156940	2.733000	-147.884284	-176.021075	-231.394657
25	282.774442	272.001909	0.000000	254.000000	232.000000	0.000000	-2.819400	-0.976800	720.129410	28806.551314	-20721.322272	316.166551	0	0	0	765.000000	232.000000	0.000000	0.406080	-0.851960	4.463900	-44.183665	-86.846020	-253.599202
26	282.413674	272.133638	0.000000	254.000000	232.000000	0.000000	-2.641800	-0.976800	719.688910	28883.734228	-20449.006407	378.365474	0	0	0	765.000000	232.000000	0.000000	0.203040	-0.022420	1.913100	110.979859	-339.344312	-301.104725
27	282.484240	272.171292	0.000000	254.000000	232.000000	0.000000	-2.530800	-1.043400	719.424610	28900.215900	-20492.263481	325.011375	0	0	0	765.000000	232.000000	0.000000	0.541440	-0.515660	3.097400	110.136982	-250.404010	-317.686073
28	282.531504	272.091281	0.000000	254.000000	232.000000	0.000000	-2.331000	-1.287600	718.191210	28793.205771	-20491.075682	267.210943	0	0	0	765.000000	232.000000	0.000000	0.248160	-0.022420	4.008400	-49.329719	-305.929126	-301.087308
29	282.294972	272.510316	0.000000	254.000000	232.000000	0.000000	-2.419800	-1.043400	717.926910	29083.446307	-20313.722119	236.091946	0	0	0	765.000000	232.000000	0.000000	0.067680	-0.336300	3.644000	-33.228567	-317.306769	-258.502755
30	282.251412	272.493141	0.000000	254.000000	232.000000	0.000000	-2.264400	-1.110000	719.600810	29138.897165	-20329.739086	302.745082	0	0	0	765.000000	232.000000	0.000000	0.225600	-0.201780	3.097400	-65.324304	-181.704003	-204.506006
31	282.144074	272.830763	0.000000	254.000000	232.000000	0.000000	-2.042400	-0.954600	719.248410	29367.461180	-20242.580530	324.918801	0	0	0	765.000000	232.000000	0.000000	0.360960	0.246620	4.372800	26.652167	-254.298938	-376.017383
32	282.190004	272.899590	0.000000	254.000000	232.000000	0.000000	-2.242200	-1.354200	718.807910	29398.949133	-20263.197641	200.525729	0	0	0	765.000000	232.000000	0.000000	0.383520	-0.448400	4.555000	37.126589	-340.044377	-274.645734
33	282.029514	273.348524	0.000000	254.000000	232.000000	0.000000	-2.375400	-1.665000	717.222110	29656.075268	-20103.387147	173.903902	0	0	0	765.000000	232.000000	0.000000	0.203040	-0.112100	4.099500	87.889194	-200.815953	-242.054119
34	282.096305	273.522004	0.000000	254.000000	232.000000	0.000000	-2.086800	-1.487400	717.662610	29798.789563	-20163.667741	258.294192	0	0	0	765.000000	232.000000	0.000000	0.518880	-0.381140	3.644000	-138.175920	-428.887065	-333.670389
35	282.199913	273.756166	0.000000	254.000000	232.000000	0.000000	-1.931400	-1.975800	717.310210	29952.124336	-20228.085314	244.971068	0	0	0	765.000000	232.000000	0.000000	0.451200	-0.224200	3.552900	64.982988	-256.840853	-225.956423
36	282.122474	273.944649	0.000000	254.000000	232.000000	0.000000	-2.308800	-1.953600	718.719810	30146.450047	-20212.179111	267.260338	0	0	0	765.000000	232.000000	0.000000	0.473760	-0.381140	3.826200	-72.569452	-163.975345	-279.909805
37	281.801394	274.482597	0.000000	254.000000	232.000000	0.000000	-2.575200	-1.909200	718.984110	30544.311861	-19988.760253	249.523406	0	0	0	765.000000	232.000000	0.000000	0.180480	0.000000	3.097400	-19.960396	-236.389377	-236.553534
38	282.107908	274.688854	0.000000	254.000000	232.000000	0.000000	-2.664000	-2.020200	719.248410	30703.890490	-20216.567814	298.442827	0	0	0	765.000000	232.000000	0.000000	0.135360	0.067260	4.281700	-27.188498	-254.839132	-338.670254
39	281.857897	274.944632	0.000000	254.000000	232.000000	0.000000	-2.286600	-2.020200	719.688910	30906.775084	-20049.019703	285.041782	0	0	0	765.000000	232.000000	0.000000	0.022560	-0.112100	2.824100	60.234300	-295.780796	-188.345785
40	281.756675	275.146620	0.000000	254.000000	232.000000	0.000000	-2.530800	-2.419800	719.512710	31044.541793	-19971.280616	320.676486	0	0	0	765.000000	232.000000	0.000000	0.383520	-0.112100	2.095300	-52.073178	-167.847541	-268.873454
41	281.517018	275.498642	0.000000	254.000000	232.000000	0.000000	-2.331000	-2.131200	719.072210	31278.664544	-19786.723080	227.273430	0	0	0	765.000000	232.000000	0.000000	0.360960	-0.291460	2.550800	-237.478424	-393.254738	-188.425552
42	281.603632	275.831763	0.000000	254.000000	232.000000	0.000000	-1.998000	-2.775000	718.719810	31502.756139	-19839.277457	316.166662	0	0	0	765.000000	232.000000	0.000000	0.157920	-0.201780	2.550800	-65.113317	-169.028897	-301.332530
43	281.558922	276.022161	0.000000	254.000000	232.000000	0.000000	-2.242200	-2.597400	719.512710	31674.504606	-19828.994743	253.965187	0	0	0	765.000000	232.000000	0.000000	0.406080	-0.044840	3.188500	-31.118918	-254.661583	-193.496650
44	281.292778	276.817035	0.000000	254.000000	232.000000	0.000000	-2.553000	-2.708400	718.279310	32191.148647	-19603.837650	289.588458	0	0	0	765.000000	232.000000	0.000000	0.383520	0.112100	4.190600	-194.295568	-57.430923	-295.499467
45	281.502413	277.429133	0.000000	254.000000	232.000000	0.000000	-2.242200	-3.063600	717.838810	32610.794663	-19742.299353	311.787485	0	0	0	765.000000	232.000000	0.000000	0.112800	-0.381140	3.917300	-44.457418	-281.754378	-231.648936
46	281.222378	277.743163	0.000000	254.000000	232.000000	0.000000	-2.264400	-2.930400	719.160310	32896.667586	-19577.253702	311.780714	0	0	0	765.000000	232.000000	0.000000	0.767040	-0.067260	2.824100	193.328851	-240.030174	-268.672818
47	281.148872	278.508103	0.000000	254.000000	232.000000	0.000000	-2.664000	-3.108000	719.424610	33459.074150	-19531.566996	396.319855	0	0	0	765.000000	232.000000	0.000000	-0.157920	-0.381140	3.552900	-156.905555	-233.191160	-220.997834
48	280.939905	278.989519	0.000000	254.000000	232.000000	0.000000	-2.175600	-3.507600	720.746110	33867.512964	-19416.832035	351.816352	0	0	0	765.000000	232.000000	0.000000	0.383520	0.246620	2.368600	-75.780607	-337.479730	-279.208275
49	281.245905	279.836676	0.000000	254.000000	232.000000	0.000000	-2.553000	-3.596400	720.217510	34452.811873	-19622.977995	329.664500	0	0	0	765.000000	232.000000	0.000000	0.383520	-0.201780	3.279600	-27.865035	-376.173134	-279.734249
50	280.892783	280.339779	0.000000	254.000000	232.000000	0.000000	-2.930400	-4.151400	720.834210	34844.966668	-19385.238117	392.004947	0	0	0	765.000000	232.000000	0.000000	0.090240	-0.112100	2.368600	-61.561072	-373.123842	-220.586460
51	280.799148	281.211402	0.000000	254.000000	232.000000	0.000000	-2.464200	-4.551000	720.481810	35455.920055	-19308.298843	334.170328	0	0	0	765.000000	232.000000	0.000000	0.586560	-0.358720	4.099500	-203.158061	-337.987106	-274.462166
52	280.741605	281.656574	0.000000	254.000000	232.000000	0.000000	-2.419800	-5.217000	720.658010	35785.407632	-19271.551997	303.100837	0	0	0	765.000000	232.000000	0.000000	0.338400	0.112100	3.552900	106.187370	-243.055080	-279.383484
53	280.704401	282.511676	0.000000	254.000000	232.000000	0.000000	-2.553000	-5.461200	721.450910	36441.694627	-19265.914412	263.138681	0	0	0	765.000000	232.000000	0.000000	0.090240	-0.269040	4.190600	-21.445718	-224.761841	-253.037351
54	280.258967	283.139673	0.000000	254.000000	232.000000	0.000000	-2.641800	-6.238200	722.155710	36930.807086	-18963.063216	307.666383	0	0	0	765.000000	232.000000	0.000000	0.406080	0.156940	2.915200	80.027282	-414.246409	-263.171362
55	280.054844	283.279235	0.000000	254.000000	232.000000	0.000000	-2.197800	-6.571200	724.446310	37149.052564	-18875.335776	227.605320	0	0	0	765.000000	232.000000	0.000000	0.112800	-0.381140	4.463900	-44.668406	-301.207940	-285.426936
56	280.125445	283.850264	0.000000	254.000000	232.000000	0.000000	-1.842600	-7.192800	724.534410	37567.300278	-18928.783938	214.257887	0	0	0	765.000000	232.000000	0.000000	0.518880	0.201780	2.915200	-162.174149	-286.939176	-193.163824
57	279.890791	283.933667	0.000000	254.000000	232.000000	0.000000	-1.931400	-7.947600	724.622510	37632.303829	-18761.049883	138.768808	0	0	0	765.000000	232.000000	0.000000	0.180480	-1.053740	4.099500	-98.789314	-312.814443	-291.567571
58	279.862530	284.507708	0.000000	254.000000	232.000000	0.000000	-1.753800	-8.236200	721.979510	37909.488979	-18672.216524	103.200815	0	0	0	765.000000	232.000000	0.000000	0.180480	0.291460	2.915200	-46.103438	-330.237660	-252.345052
59	279.600940	284.450785	0.000000	254.000000	232.000000	0.000000	-2.020200	-8.813400	721.010410	37817.562220	-18458.544039	72.178610	0	0	0	765.000000	232.000000	0.000000	0.428640	-0.179360	3.826200	-55.352743	-265.691720	-199.023534
60	279.173317	284.737900	0.000000	254.000000	232.000000	0.000000	-1.709400	-8.991000	721.891410	38071.036698	-18172.401207	9.908425	0	0	0	765.000000	232.000000	0.000000	-0.022560	-0.022420	3.097400	-189.714067	-87.413139	-236.658206
61	279.343503	285.089187	0.000000	254.000000	232.000000	0.000000	-1.420800	-9.679200	720.569910	38254.470648	-18261.765862	-3.422024	0	0	0	765.000000	232.000000	0.000000	-0.112800	-0.201780	5.010500	-56.680361	-180.215551	-242.281228
62	278.914225	285.113226	0.000000	254.000000	232.000000	0.000000	-1.309800	-9.257400	720.393710	38262.433799	-17948.050976	27.639808	0	0	0	765.000000	232.000000	0.000000	0.496320	0.022420	4.372800	17.947377	-240.742024	-252.538721
63	279.062026	285.296730	0.000000	254.000000	232.000000	0.000000	-1.154400	-9.146400	718.719810	38305.415995	-18012.574269	36.493733	0	0	0	765.000000	232.000000	0.000000	0.406080	0.044840	4.828300	-47.034764	-218.960267	-306.325255
64	279.213842	285.538117	0.000000	254.000000	232.000000	0.000000	-1.154400	-9.124200	717.838810	38431.738350	-18099.474051	0.931956	0	0	0	765.000000	232.000000	0.000000	0.045120	-0.156940	2.277500	77.469128	-239.578347	-247.545474
65	279.084117	285.806966	0.000000	254.000000	232.000000	0.000000	-1.198800	-8.902200	718.015010	38634.209446	-18010.772601	-25.748035	0	0	0	765.000000	232.000000	0.000000	0.203040	-0.201780	3.370700	-93.576997	-152.930068	-306.692914
66	278.884857	285.862573	0.000000	254.000000	232.000000	0.000000	-1.620600	-9.102000	718.015010	38674.135717	-17867.701011	27.681766	0	0	0	765.000000	232.000000	0.000000	0.157920	-0.448400	2.641900	-74.723749	-376.072167	-220.954816
67	278.971625	286.075749	0.000000	254.000000	232.000000	0.000000	-1.620600	-8.902200	717.838810	38817.671116	-17925.601309	32.110782	0	0	0	765.000000	232.000000	0.000000	0.270720	-0.739860	3.097400	35.755396	-70.581428	-339.564757
68	278.776547	285.997937	0.000000	254.000000	232.000000	0.000000	-2.064600	-9.213000	718.455510	38795.115180	-17800.846759	156.673351	0	0	0	765.000000	232.000000	0.000000	-0.157920	0.000000	4.099500	-132.936001	-252.644722	-258.195357
69	278.870625	286.235299	0.000000	254.000000	232.000000	0.000000	-1.864800	-9.168600	718.015010	38941.758648	-17857.481730	76.624831	0	0	0	765.000000	232.000000	0.000000	0.203040	-0.448400	3.006300	-18.570011	-255.970832	-355.382399
70	278.967108	286.678714	0.000000	254.000000	232.000000	0.000000	-2.086800	-9.057600	717.574510	39236.051696	-17915.760617	107.769802	0	0	0	765.000000	232.000000	0.000000	0.564000	-0.156940	2.733000	86.675705	-156.790479	-279.611986
71	278.705736	286.596951	0.000000	254.000000	232.000000	0.000000	-1.531800	-9.435000	719.072210	39259.150360	-17765.207834	169.932871	0	0	0	765.000000	232.000000	0.000000	0.609120	-0.022420	2.733000	223.252172	-290.229114	-279.436778
72	278.618368	286.647148	0.000000	254.000000	232.000000	0.000000	-1.398600	-9.168600	721.450910	39425.234943	-17760.943991	187.668250	0	0	0	765.000000	232.000000	0.000000	0.203040	0.000000	3.644000	-57.700981	-491.873864	-333.345226
73	278.642085	286.907373	0.000000	254.000000	232.000000	0.000000	-1.376400	-9.412800	721.186610	39598.461915	-17771.541861	227.688903	0	0	0	765.000000	232.000000	0.000000	0.473760	-0.156940	3.826200	-7.570266	-201.600146	-333.424818
74	278.557599	286.920358	0.000000	254.000000	232.000000	0.000000	-1.132200	-9.768000	722.508110	39680.403771	-17743.064621	272.124585	0	0	0	765.000000	232.000000	0.000000	0.428640	-0.089680	3.279600	-61.042239	-255.644358	-295.718739
75	278.487895	287.328590	0.000000	254.000000	232.000000	0.000000	-1.465200	-9.990000	722.420010	39970.480606	-17690.545485	294.425621	0	0	0	765.000000	232.000000	0.000000	0.293280	-0.201780	4.463900	-9.557376	-232.965654	-344.302681
76	278.549551	287.763405	0.000000	254.000000	232.000000	0.000000	-2.020200	-9.768000	721.627110	40240.384611	-17715.621779	374.514989	0	0	0	765.000000	232.000000	0.000000	0.609120	0.112100	3.006300	-53.102434	-271.737294	-263.145586
77	278.660665	288.069375	0.000000	254.000000	232.000000	0.000000	-1.531800	-10.012200	722.331910	40500.698677	-17813.185560	365.559055	0	0	0	765.000000	232.000000	0.000000	0.338400	-0.493240	3.188500	139.119495	-289.658641	-274.715747
78	278.441743	288.194473	0.000000	254.000000	232.000000	0.000000	-1.443000	-10.278600	722.243810	40586.109956	-17652.897805	418.904829	0	0	0	765.000000	232.000000	0.000000	0.518880	-0.291460	3.188500	-31.311786	-146.166751	-274.409394
79	278.246621	288.702725	0.000000	254.000000	232.000000	0.000000	-1.198800	-10.611600	722.508110	40968.178336	-17518.380438	432.223735	0	0	0	765.000000	232.000000	0.000000	0.609120	-0.112100	1.913100	-33.238050	-336.298373	-247.275172
80	278.229649	288.776988	0.000000	254.000000	232.000000	0.000000	-1.287600	-11.011200	723.653410	41086.861307	-17533.868112	405.601242	0	0	0	765.000000	232.000000	0.000000	0.067680	0.044840	2.824100	-36.878743	-259.907824	-290.322478
81	278.345533	289.260146	0.000000	254.000000	232.000000	0.000000	-1.332000	-11.055600	724.093910	41461.722853	-17628.451824	445.617565	0	0	0	765.000000	232.000000	0.000000	0.157920	-0.829540	3.644000	-127.438300	-283.185626	-242.913093
82	278.315855	290.022868	0.000000	254.000000	232.000000	0.000000	-1.820400	-11.499600	723.741510	41993.558187	-17598.393753	450.183555	0	0	0	765.000000	232.000000	0.000000	0.586560	-0.112100	3.279600	-52.530318	-167.713756	-268.795081
83	278.301292	290.202923	0.000000	254.000000	232.000000	0.000000	-1.842600	-12.254400	722.948610	42077.722563	-17568.585058	459.137825	0	0	0	765.000000	232.000000	0.000000	0.135360	-0.784700	2.915200	24.702367	-234.423827	-172.957804
84	278.146833	290.585649	0.000000	254.000000	232.000000	0.000000	-1.487400	-12.365400	722.596210	42333.768273	-17448.409855	472.419545	0	0	0	765.000000	232.000000	0.000000	0.270720	-0.022420	3.006300	-58.325308	-211.567573	-370.990000
85	278.177025	291.287263	0.000000	254.000000	232.000000	0.000000	-1.043400	-13.031400	722.860510	42856.421273	-17476.616923	481.285125	0	0	0	765.000000	232.000000	0.000000	-0.067680	-0.470820	4.190600	-94.956826	-237.442840	-156.534596
86	278.416155	291.709887	0.000000	254.000000	232.000000	0.000000	-0.577200	-13.386600	722.508110	43140.877702	-17640.870157	481.231956	0	0	0	765.000000	232.000000	0.000000	0.315840	-0.067260	3.188500	-69.518995	-194.720722	-306.491581
87	278.384582	292.364259	0.000000	254.000000	232.000000	0.000000	-0.688200	-14.030400	722.067610	43587.076386	-17607.317168	521.307887	0	0	0	765.000000	232.000000	0.000000	0.090240	-0.134520	2.824100	12.451823	-289.002340	-172.212559
88	278.431405	293.003981	0.000000	254.000000	232.000000	0.000000	-0.599400	-14.940600	721.627110	44022.126764	-17630.363911	499.140162	0	0	0	765.000000	232.000000	0.000000	0.180480	0.022420	2.550800	56.180267	-179.311012	-290.305235
89	278.578274	293.587842	0.000000	254.000000	232.000000	0.000000	-0.688200	-15.717600	723.829610	44579.103822	-17790.482514	481.437861	0	0	0	765.000000	232.000000	0.000000	0.022560	-0.358720	2.733000	-24.365001	-182.799531	-317.702270
90	278.361483	294.398836	0.000000	254.000000	232.000000	0.000000	-0.932400	-15.917400	722.331910	45072.670509	-17597.076743	654.851587	0	0	0	765.000000	232.000000	0.000000	0.383520	-0.291460	2.641900	43.958398	-234.332106	-295.972843
91	278.746291	294.642550	0.000000	254.000000	232.000000	0.000000	-0.555000	-15.628800	721.098510	45171.449498	-17844.513657	521.412449	0	0	0	765.000000	232.000000	0.000000	0.496320	-0.381140	3.279600	115.289526	-333.521705	-296.034497
92	278.786402	294.784851	0.000000	254.000000	232.000000	0.000000	-0.754800	-15.517800	721.539010	45301.719217	-17884.355688	574.778536	0	0	0	765.000000	232.000000	0.000000	0.090240	0.112100	3.097400	3.156798	-204.667117	-241.834674
93	278.802153	295.010531	0.000000	254.000000	232.000000	0.000000	-1.154400	-14.874000	725.063010	45686.605169	-17983.123712	557.016961	0	0	0	765.000000	232.000000	0.000000	0.496320	-0.201780	5.466000	-197.592178	-345.492553	-295.824108
94	278.650789	295.163436	0.000000	254.000000	232.000000	0.000000	-1.665000	-14.940600	723.565310	45702.870995	-17836.455835	614.896647	0	0	0	765.000000	232.000000	0.000000	0.451200	-0.313880	3.370700	-69.782193	-237.814732	-231.439418
95	278.701719	295.245107	0.000000	254.000000	232.000000	0.000000	-1.753800	-14.274600	721.539010	45633.812157	-17823.254137	645.973908	0	0	0	765.000000	232.000000	0.000000	0.360960	-0.358720	3.917300	-156.175734	-300.795638	-263.793647
96	278.587232	295.060758	0.000000	254.000000	232.000000	0.000000	-1.731600	-13.875000	724.534410	45689.688813	-17814.295830	659.273055	0	0	0	765.000000	232.000000	0.000000	0.428640	0.022420	2.824100	65.457173	-264.516257	-327.854046
97	278.750079	295.294273	0.000000	254.000000	232.000000	0.000000	-1.909200	-13.986000	724.534410	45858.878690	-17932.283730	623.753014	0	0	0	765.000000	232.000000	0.000000	0.360960	-0.784700	4.281700	-69.649097	-291.816879	-264.293322
98	279.177240	295.792743	0.000000	254.000000	232.000000	0.000000	-1.110000	-13.342200	722.772410	46107.634588	-18197.414418	605.781649	0	0	0	765.000000	232.000000	0.000000	0.406080	0.112100	2.733000	106.503852	-84.815674	-241.712759
99	278.856926	296.223379	0.000000	254.000000	232.000000	0.000000	-1.620600	-13.919400	724.622510	46537.706203	-18011.887916	592.582180	0	0	0	765.000000	232.000000	0.000000	0.315840	-0.538080	4.919400	33.504014	-384.875076	-253.265853
100	279.281526	296.555902	0.000000	254.000000	232.000000	0.000000	-1.820400	-14.341200	725.855910	46858.283072	-18350.745225	641.545891	0	0	0	765.000000	232.000000	0.000000	0.564000	0.269040	2.824100	-103.233150	-316.802746	-262.978911
101	279.747973	297.229245	0.000000	254.000000	232.000000	0.000000	-2.042400	-13.653000	726.208310	47370.019548	-18698.391689	645.974685	0	0	0	765.000000	232.000000	0.000000	0.090240	-0.739860	3.826200	-77.114716	-167.897198	-221.322823
102	280.053556	297.717476	0.000000	254.000000	232.000000	0.000000	-2.641800	-14.518800	728.939410	47904.058009	-18991.463621	615.033843	0	0	0	765.000000	232.000000	0.000000	0.225600	0.448400	3.097400	81.890779	-275.766007	-209.121145
103	280.546655	298.597853	0.000000	254.000000	232.000000	0.000000	-2.664000	-14.163600	730.260910	48633.808700	-19385.984588	534.999309	0	0	0	765.000000	232.000000	0.000000	0.270720	-0.403560	2.459700	-72.912462	-88.645806	-258.503277
104	280.837832	299.314772	0.000000	254.000000	232.000000	0.000000	-2.930400	-15.029400	729.115610	49080.251289	-19567.881911	588.455195	0	0	0	765.000000	232.000000	0.000000	0.180480	0.089680	2.277500	-16.161998	-169.584231	-220.314940
105	281.162457	299.720162	0.000000	254.000000	232.000000	0.000000	-3.041400	-15.029400	730.172810	49447.421309	-19833.287816	575.139619	0	0	0	765.000000	232.000000	0.000000	-0.022560	-0.089680	2.915200	14.157616	-200.073824	-312.026302
106	281.006388	299.836445	0.000000	254.000000	232.000000	0.000000	-3.285600	-14.296800	730.084710	49526.351237	-19716.950879	499.558743	0	0	0	765.000000	232.000000	0.000000	0.090240	0.179360	2.550800	62.273620	-91.151550	-306.289377
107	281.222533	300.345665	0.000000	254.000000	232.000000	0.000000	-2.508600	-14.052600	728.322710	49777.699675	-19826.789337	383.833228	0	0	0	765.000000	232.000000	0.000000	0.135360	-0.313880	4.099500	-135.740306	-207.594409	-231.561332
108	280.840802	300.129585	0.000000	254.000000	232.000000	0.000000	-2.353200	-13.142400	728.498910	49632.328053	-19553.495111	214.823210	0	0	0	765.000000	232.000000	0.000000	0.383520	-0.291460	3.370700	6.147483	-272.811790	-204.550243
109	280.824828	299.333373	0.000000	254.000000	232.000000	0.000000	-1.887000	-11.988000	728.939410	49081.949454	-19553.674007	161.309271	0	0	0	765.000000	232.000000	0.000000	0.383520	-0.650180	3.279600	-73.421813	-263.298729	-291.015822
110	280.655917	298.355491	0.000000	254.000000	232.000000	0.000000	-1.687200	-9.701400	727.001210	48240.522376	-19378.883987	14.406372	0	0	0	765.000000	232.000000	0.000000	0.135360	-0.381140	3.188500	59.030294	-291.181610	-344.574027
111	280.689536	296.977579	0.000000	254.000000	232.000000	0.000000	-1.554000	-7.037400	726.296410	47192.982073	-19384.514525	63.064944	0	0	0	765.000000	232.000000	0.000000	0.586560	-0.560500	3.552900	33.161005	-262.096341	-301.587854
112	281.164716	295.578018	0.000000	254.000000	232.000000	0.000000	-1.842600	-4.195800	728.058410	46288.510668	-19777.499645	142.898124	0	0	0	765.000000	232.000000	0.000000	0.541440	-0.179360	3.461800	-158.418479	-307.268654	-252.757993
