	Force Plate 1												Force Plate 2
Sample #	COP:X	COP:Y	COP:Z	Ref:X	Ref:Y	Ref:Z	Force:X	Force:Y	Force:Z	Moment:X	Moment:Y	Moment:Z	COP:X	COP:Y	COP:Z	Ref:X	Ref:Y	Ref:Z	Force:X	Force:Y	Force:Z	Moment:X	Moment:Y	Moment:Z
22	279.634791	235.347601	0.000000	254.000000	232.000000	0.000000	0.155400	0.910200	727.353610	2434.889491	-18645.558092	226.594998	0	0	0	765.000000	232.000000	0.000000	0.248160	-0.470820	4.190600	36.396768	-240.299444	-306.991081
23	280.042573	235.359853	0.000000	254.000000	232.000000	0.000000	0.377400	1.309800	723.741510	2431.664833	-18848.091322	355.429185	0	0	0	765.000000	232.000000	0.000000	0.473760	0.358720	3.370700	31.391372	-285.721649	-300.553149
24	280.316119	235.488387	0.000000	254.000000	232.000000	0.000000	0.133200	1.554000	722.067610	2518.851184	-19002.016858	417.682386	0	0	0	765.000000	232.000000	0.000000	0.654240	-0.134520	3.644000	134.106536	-518.798356	-301.062055
25	280.602615	235.590632	0.000000	254.000000	232.000000	0.000000	0.022200	2.308800	721.010410	2588.883044	-19180.762612	537.656432	0	0	0	765.000000	232.000000	0.000000	0.338400	0.224200	3.097400	-20.638006	-242.520779	-263.118590
26	280.747849	235.387858	0.000000	254.000000	232.000000	0.000000	-0.599400	2.575200	721.891410	2445.665522	-19309.042621	604.418902	0	0	0	765.000000	232.000000	0.000000	0.293280	-0.089680	4.281700	-42.664250	-270.376735	-322.659988
27	280.955016	235.568571	0.000000	254.000000	232.000000	0.000000	-0.888000	2.930400	721.979510	2576.435352	-19460.969146	720.010996	0	0	0	765.000000	232.000000	0.000000	0.473760	-0.134520	4.190600	68.218751	-305.495792	-236.598120
28	281.115522	235.833464	0.000000	254.000000	232.000000	0.000000	-1.864800	3.108000	721.891410	2767.344644	-19574.462273	746.837729	0	0	0	765.000000	232.000000	0.000000	0.518880	-0.201780	4.281700	-84.546243	-185.073876	-311.948800
29	281.325238	236.140430	0.000000	254.000000	232.000000	0.000000	-1.820400	2.419800	722.067610	2989.670693	-19730.669433	911.350021	0	0	0	765.000000	232.000000	0.000000	0.518880	0.156940	2.368600	-69.880124	-352.141417	-182.460821
30	281.636604	236.304788	0.000000	254.000000	232.000000	0.000000	-2.442000	2.486400	722.067610	3108.347773	-19955.496925	782.548468	0	0	0	765.000000	232.000000	0.000000	0.451200	-0.381140	3.917300	-185.193412	-219.643493	-322.940913
31	282.019028	236.579598	0.000000	254.000000	232.000000	0.000000	-2.530800	2.020200	718.631710	3291.044459	-20135.362001	902.616309	0	0	0	765.000000	232.000000	0.000000	0.293280	-0.493240	4.008400	-95.756975	-279.462354	-323.133364
32	282.434761	236.939476	0.000000	254.000000	232.000000	0.000000	-2.908200	1.176600	717.750710	3545.312321	-20409.070056	782.734837	0	0	0	765.000000	232.000000	0.000000	0.270720	-0.470820	2.550800	-56.794265	-69.940266	-360.760373
33	282.912831	237.365179	0.000000	254.000000	232.000000	0.000000	-2.486400	0.732600	714.843410	3835.263040	-20668.146633	711.576539	0	0	0	765.000000	232.000000	0.000000	0.203040	-0.156940	3.097400	2.093451	-312.514894	-156.061917
34	283.510387	237.485394	0.000000	254.000000	232.000000	0.000000	-3.463200	0.333000	713.698110	3914.915155	-21061.507646	533.979441	0	0	0	765.000000	232.000000	0.000000	0.270720	-0.201780	3.097400	-131.001101	-305.736438	-258.266589
35	284.455462	238.184121	0.000000	254.000000	232.000000	0.000000	-3.552000	-0.222000	712.024210	4403.244097	-21685.025976	596.269383	0	0	0	765.000000	232.000000	0.000000	0.293280	-0.538080	2.733000	6.200766	-334.403512	-274.785761
36	285.176207	238.116473	0.000000	254.000000	232.000000	0.000000	-4.595400	-0.954600	713.345710	4363.160016	-22239.413473	454.270580	0	0	0	765.000000	232.000000	0.000000	0.000000	-0.201780	2.641900	-46.383682	-228.847758	-279.882287
37	286.448843	238.775984	0.000000	254.000000	232.000000	0.000000	-5.150400	-1.465200	710.526510	4814.516581	-23055.763297	387.733551	0	0	0	765.000000	232.000000	0.000000	0.338400	0.179360	2.915200	-97.367831	-289.338060	-128.726188
38	287.366472	239.116082	0.000000	254.000000	232.000000	0.000000	-5.638800	-1.842600	713.786210	5079.361101	-23816.527683	356.734212	0	0	0	765.000000	232.000000	0.000000	0.293280	-0.358720	4.190600	97.043560	-232.645073	-113.241372
39	287.969008	239.961576	0.000000	254.000000	232.000000	0.000000	-5.838600	-2.109000	714.226710	5686.369899	-24261.573128	263.445485	0	0	0	765.000000	232.000000	0.000000	0.135360	-0.493240	5.192700	-30.537318	-368.782140	-290.927521
40	288.150378	239.855942	0.000000	254.000000	232.000000	0.000000	-6.460200	-2.863800	716.164910	5626.149714	-24457.302463	108.039643	0	0	0	765.000000	232.000000	0.000000	0.518880	0.112100	3.279600	59.380866	-419.053423	-295.447218
41	289.450897	240.302104	0.000000	254.000000	232.000000	0.000000	-6.349200	-3.374400	713.433810	5923.001692	-25291.868305	59.166064	0	0	0	765.000000	232.000000	0.000000	0.360960	-0.291460	6.285900	-60.654581	-275.355405	-274.470351
42	290.068804	240.013709	0.000000	254.000000	232.000000	0.000000	-7.281600	-3.774000	715.372010	5732.783412	-25802.613093	6.021200	0	0	0	765.000000	232.000000	0.000000	0.564000	-0.179360	2.459700	76.528320	-325.781506	-290.393885
43	291.332670	240.482384	0.000000	254.000000	232.000000	0.000000	-7.326000	-3.885000	712.817110	6046.388685	-26611.366260	77.157853	0	0	0	765.000000	232.000000	0.000000	0.338400	0.089680	3.735100	-54.254230	-158.612997	-263.276382
44	292.052504	240.269640	0.000000	254.000000	232.000000	0.000000	-8.635800	-3.663000	713.610010	5901.297694	-27154.647739	-82.650698	0	0	0	765.000000	232.000000	0.000000	0.293280	-0.067260	4.919400	-42.039923	-308.749558	-177.433089
45	293.024895	240.619681	0.000000	254.000000	232.000000	0.000000	-9.213000	-3.996000	713.257610	6148.053148	-27834.803388	73.051958	0	0	0	765.000000	232.000000	0.000000	0.496320	-0.381140	4.281700	-63.362876	-362.915770	-263.767697
46	293.700958	240.380731	0.000000	254.000000	232.000000	0.000000	-10.056600	-3.707400	714.314810	5986.480486	-28358.982459	95.401501	0	0	0	765.000000	232.000000	0.000000	0.293280	0.067260	3.370700	142.046340	-222.277130	-220.297697
47	294.648933	240.462959	0.000000	254.000000	232.000000	0.000000	-10.678200	-3.174600	714.579110	6047.453353	-29046.878421	68.797655	0	0	0	765.000000	232.000000	0.000000	0.112800	-0.470820	3.826200	-113.580966	-356.897121	-264.020930
48	295.410608	240.206364	0.000000	254.000000	232.000000	0.000000	-11.655000	-2.597400	713.962410	5859.035089	-29565.617250	122.262422	0	0	0	765.000000	232.000000	0.000000	0.609120	0.269040	3.006300	65.579713	-252.924893	-187.672295
49	296.711076	240.415001	0.000000	254.000000	232.000000	0.000000	-11.899200	-1.998000	712.993310	5999.839190	-30452.711626	211.157208	0	0	0	765.000000	232.000000	0.000000	0.564000	-0.269040	2.915200	-180.454207	-260.472404	-301.254679
50	297.118777	240.257447	0.000000	254.000000	232.000000	0.000000	-12.654000	-1.975800	716.253010	5914.421161	-30883.953595	291.297525	0	0	0	765.000000	232.000000	0.000000	0.541440	0.044840	2.733000	-83.755576	-391.069575	-247.117206
51	298.232147	240.536664	0.000000	254.000000	232.000000	0.000000	-12.831600	-1.687200	715.724410	6109.898494	-31658.027404	375.760520	0	0	0	765.000000	232.000000	0.000000	0.383520	-0.201780	3.097400	-65.324304	-281.897409	-274.356449
52	298.397672	240.379588	0.000000	254.000000	232.000000	0.000000	-13.963800	-1.709400	718.719810	6022.576161	-31909.486177	318.175429	0	0	0	765.000000	232.000000	0.000000	0.067680	0.022420	2.186400	18.791328	-381.440407	-236.570776
53	299.761036	240.675753	0.000000	254.000000	232.000000	0.000000	-14.385600	-0.888000	715.900610	6210.976751	-32760.353255	455.978537	0	0	0	765.000000	232.000000	0.000000	0.496320	-0.403560	3.006300	-54.358651	-192.108118	-199.260396
54	300.415241	240.164156	0.000000	254.000000	232.000000	0.000000	-16.117200	-0.865800	717.134010	5854.794112	-33285.948008	438.499791	0	0	0	765.000000	232.000000	0.000000	0.541440	-0.112100	3.826200	-99.653303	-345.320896	-177.389897
55	302.131246	240.397048	0.000000	254.000000	232.000000	0.000000	-16.250400	-0.244200	712.905210	5986.299291	-34313.016092	527.373376	0	0	0	765.000000	232.000000	0.000000	0.360960	-0.112100	2.095300	69.898016	-204.596428	-198.970762
56	302.700364	239.969951	0.000000	254.000000	232.000000	0.000000	-17.338200	0.177600	713.345710	5685.330355	-34740.195914	460.854995	0	0	0	765.000000	232.000000	0.000000	0.112800	-0.067260	3.461800	-69.624489	-318.844878	-215.147355
57	304.272687	240.508908	0.000000	254.000000	232.000000	0.000000	-17.271600	0.643800	707.795410	6022.566099	-35582.776941	638.606050	0	0	0	765.000000	232.000000	0.000000	0.496320	-0.538080	3.552900	-191.146106	-202.155480	-312.351988
58	304.321521	240.207604	0.000000	254.000000	232.000000	0.000000	-18.403800	0.355200	709.997910	5827.381699	-35728.174444	665.497274	0	0	0	765.000000	232.000000	0.000000	-0.067680	-0.201780	3.461800	75.271031	-189.556956	-220.752612
59	305.465907	240.802928	0.000000	254.000000	232.000000	0.000000	-18.204000	0.288600	711.055110	6259.367144	-36595.096425	767.702641	0	0	0	765.000000	232.000000	0.000000	0.270720	-0.313880	3.370700	-4.105396	-108.526810	-247.642483
60	304.918373	240.736536	0.000000	254.000000	232.000000	0.000000	-19.891200	0.288600	719.953210	6289.896812	-36658.846438	816.892903	0	0	0	765.000000	232.000000	0.000000	0.112800	-0.493240	2.095300	-57.488921	-383.085376	-274.802829
61	305.847847	241.575061	0.000000	254.000000	232.000000	0.000000	-19.891200	0.222000	721.186610	6905.405597	-37391.972990	963.583237	0	0	0	765.000000	232.000000	0.000000	0.428640	-0.627760	2.459700	59.118742	-170.026812	-194.171707
62	305.798647	241.284685	0.000000	254.000000	232.000000	0.000000	-20.823600	0.466200	724.093910	6722.983651	-37507.084537	977.061871	0	0	0	765.000000	232.000000	0.000000	0.315840	-0.627760	3.097400	-194.452199	-307.488267	-215.726448
63	306.535759	241.688890	0.000000	254.000000	232.000000	0.000000	-20.290800	1.420800	721.891410	6994.326319	-37925.113063	1181.362271	0	0	0	765.000000	232.000000	0.000000	0.406080	-0.224200	4.372800	-1.010291	-171.394963	-258.240639
64	305.780364	241.279515	0.000000	254.000000	232.000000	0.000000	-21.067800	1.798200	726.384510	6740.496039	-37612.454411	1225.918056	0	0	0	765.000000	232.000000	0.000000	0.203040	-0.269040	3.006300	-39.753378	-350.032836	-263.749410
65	306.533966	241.757205	0.000000	254.000000	232.000000	0.000000	-19.824600	3.130200	721.186610	7036.765448	-37886.792782	1354.498941	0	0	0	765.000000	232.000000	0.000000	0.721920	0.022420	3.552900	-19.265740	-182.696025	-193.295840
66	305.389972	240.835603	0.000000	254.000000	232.000000	0.000000	-20.868000	4.173600	722.684310	6385.351728	-37138.726642	1256.808060	0	0	0	765.000000	232.000000	0.000000	0.248160	-0.067260	4.008400	5.223720	-277.710525	-236.606306
67	305.734488	240.947919	0.000000	254.000000	232.000000	0.000000	-19.802400	5.439000	718.367410	6427.893228	-37164.369821	1456.545356	0	0	0	765.000000	232.000000	0.000000	0.293280	0.134520	3.097400	79.086474	-184.331747	-284.752401
68	304.418659	240.134636	0.000000	254.000000	232.000000	0.000000	-20.579400	6.171600	720.393710	5860.140657	-36321.284996	1318.827718	0	0	0	765.000000	232.000000	0.000000	-0.045120	-0.291460	4.190600	-87.992994	-247.724955	-285.382698
69	304.080919	240.671411	0.000000	254.000000	232.000000	0.000000	-19.425000	7.326000	714.667210	6197.172858	-35791.190427	1478.553352	0	0	0	765.000000	232.000000	0.000000	0.157920	0.201780	4.372800	156.264803	-199.384705	-257.836754
70	302.490158	239.786951	0.000000	254.000000	232.000000	0.000000	-19.846800	7.770000	713.874310	5558.904593	-34615.878336	1451.921646	0	0	0	765.000000	232.000000	0.000000	0.496320	-0.022420	5.283800	62.766771	-420.528435	-204.191119
71	302.282193	240.348706	0.000000	254.000000	232.000000	0.000000	-17.937600	8.591400	706.826310	5901.085148	-34127.124056	1558.201828	0	0	0	765.000000	232.000000	0.000000	0.609120	-0.493240	3.370700	-57.981225	-413.257741	-236.966650
72	300.319360	239.704930	0.000000	254.000000	232.000000	0.000000	-18.603600	8.835600	705.769110	5437.901906	-32690.773620	1540.518841	0	0	0	765.000000	232.000000	0.000000	0.383520	-0.112100	5.283800	-90.833538	-209.212453	-236.606654
73	299.192675	240.875164	0.000000	254.000000	232.000000	0.000000	-16.317000	9.124200	698.809210	6202.046277	-31581.057507	1651.220603	0	0	0	765.000000	232.000000	0.000000	0.473760	0.156940	2.824100	-32.526348	-238.049485	-214.745038
74	296.303890	240.206111	0.000000	254.000000	232.000000	0.000000	-16.983000	8.658000	700.483110	5748.242160	-29633.160466	1620.259447	0	0	0	765.000000	232.000000	0.000000	0.270720	-0.358720	2.095300	-71.030846	-191.686570	-355.251080
75	294.576197	241.867740	0.000000	254.000000	232.000000	0.000000	-14.718600	8.946600	697.223410	6880.019076	-28290.674505	1895.430100	0	0	0	765.000000	232.000000	0.000000	-0.045120	-0.022420	2.824100	-11.342981	-302.559253	-231.289114
76	290.629175	241.817527	0.000000	254.000000	232.000000	0.000000	-14.208000	8.547000	703.126110	6902.959590	-25754.929295	1868.702712	0	0	0	765.000000	232.000000	0.000000	0.067680	-0.179360	3.188500	48.099805	-279.147666	-344.363464
77	287.305648	243.525200	0.000000	254.000000	232.000000	0.000000	-10.789200	8.169600	704.007110	8113.822864	-23447.412874	2005.929619	0	0	0	765.000000	232.000000	0.000000	0.045120	0.022420	3.370700	-37.960210	-334.922674	-231.201684
78	282.467598	243.299173	0.000000	254.000000	232.000000	0.000000	-9.257400	7.481400	709.645510	8018.407289	-20201.903360	1943.486608	0	0	0	765.000000	232.000000	0.000000	0.293280	-0.381140	2.733000	59.206117	-155.685705	-285.357270
79	278.135719	245.125523	0.000000	254.000000	232.000000	0.000000	-4.706400	6.926400	706.209610	9269.370403	-17044.876467	2000.519585	0	0	0	765.000000	232.000000	0.000000	0.293280	0.067260	2.915200	-36.043429	-231.149028	-198.786497
80	271.774749	244.843363	0.000000	254.000000	232.000000	0.000000	-1.998000	5.505600	713.433810	9162.889500	-12681.106707	1764.574270	0	0	0	765.000000	232.000000	0.000000	0.428640	-0.381140	3.552900	-185.052753	-152.496734	-247.660422
81	266.827044	247.055847	0.000000	254.000000	232.000000	0.000000	3.507600	5.172600	710.262210	10693.599129	-9110.564854	1723.632429	0	0	0	765.000000	232.000000	0.000000	0.360960	0.089680	3.006300	-16.443315	-196.258831	-241.756474
82	259.941550	247.333583	0.000000	254.000000	232.000000	0.000000	6.082800	3.596400	715.195810	10966.514203	-4249.371473	1452.162854	0	0	0	765.000000	232.000000	0.000000	0.586560	-0.493240	3.552900	-1.757157	-224.471539	-301.508958
83	254.606779	249.610624	0.000000	254.000000	232.000000	0.000000	11.433000	2.331000	710.702710	12515.918497	-431.239654	1344.647797	0	0	0	765.000000	232.000000	0.000000	0.067680	-0.201780	3.370700	-18.517800	-288.767587	-172.300163
84	247.734373	249.913031	0.000000	254.000000	232.000000	0.000000	13.009200	0.910200	712.112310	12756.090049	4461.830258	971.105612	0	0	0	765.000000	232.000000	0.000000	0.248160	-0.022420	2.368600	138.951235	-322.818042	-263.442708
85	242.163772	252.020035	0.000000	254.000000	232.000000	0.000000	18.093000	-0.044400	707.002510	14154.215274	8368.242650	765.822307	0	0	0	765.000000	232.000000	0.000000	0.338400	-0.381140	4.646100	-82.268333	-328.993207	-274.584254
86	235.166228	252.443624	0.000000	254.000000	232.000000	0.000000	19.247400	-1.820400	707.619210	14466.301161	13327.139117	383.492352	0	0	0	765.000000	232.000000	0.000000	0.473760	0.022420	2.641900	56.145103	-275.460566	-252.547429
87	228.891592	255.124163	0.000000	254.000000	232.000000	0.000000	24.419999	-2.419800	700.042610	16187.899114	17576.955274	195.945092	0	0	0	765.000000	232.000000	0.000000	0.383520	0.089680	5.010500	-17.216936	-293.547676	-268.636766
88	222.063068	255.364731	0.000000	254.000000	232.000000	0.000000	26.107199	-4.551000	701.011710	16378.949760	22388.163216	-266.459690	0	0	0	765.000000	232.000000	0.000000	0.473760	0.067260	4.281700	0.958701	-333.821254	-236.361432
89	215.670550	258.322704	0.000000	254.000000	232.000000	0.000000	30.391799	-4.617600	691.408810	18199.749726	26501.319686	-404.999172	0	0	0	765.000000	232.000000	0.000000	0.654240	-0.179360	3.826200	-8.440745	-293.263267	-247.336652
90	208.894221	258.531372	0.000000	254.000000	232.000000	0.000000	31.235399	-6.460200	690.704010	18325.324769	31154.742681	-831.719411	0	0	0	765.000000	232.000000	0.000000	0.157920	0.022420	3.006300	18.474846	-329.468606	-279.558344
91	203.025580	261.246156	0.000000	254.000000	232.000000	0.000000	35.320199	-6.726600	681.629709	19935.048505	34745.679153	-979.097944	0	0	0	765.000000	232.000000	0.000000	0.428640	-0.067260	4.372800	23.847861	-332.176285	-333.337040
92	195.952603	261.797435	0.000000	254.000000	232.000000	0.000000	36.008399	-7.414800	681.013009	20292.440800	39531.032479	-1228.083333	0	0	0	765.000000	232.000000	0.000000	0.496320	-0.067260	2.459700	52.733516	-229.091758	-284.910716
93	190.536481	264.385176	0.000000	254.000000	232.000000	0.000000	39.538199	-7.192800	676.960409	21923.481896	42962.290020	-1086.478802	0	0	0	765.000000	232.000000	0.000000	0.248160	-0.358720	4.463900	-34.415528	-193.589023	-247.703788
94	184.460308	265.143288	0.000000	254.000000	232.000000	0.000000	39.360599	-8.680200	678.546209	22489.252215	47185.894124	-1290.798738	0	0	0	765.000000	232.000000	0.000000	0.406080	-0.291460	2.186400	-87.219373	-319.329523	-220.674935
95	180.221363	267.774417	0.000000	254.000000	232.000000	0.000000	42.734999	-9.013200	681.717809	24388.056914	50296.210969	-1091.337611	0	0	0	765.000000	232.000000	0.000000	0.541440	-0.336300	4.099500	41.654806	-176.329870	-269.075483
96	177.093405	268.512546	0.000000	254.000000	232.000000	0.000000	42.712799	-11.832600	697.047210	25450.968344	53607.527553	-1046.658172	0	0	0	765.000000	232.000000	0.000000	0.203040	0.022420	3.279600	-28.542645	-397.384419	-209.629527
97	175.740383	270.775678	0.000000	254.000000	232.000000	0.000000	45.643199	-11.921400	706.121510	27380.340298	55260.798979	-820.468879	0	0	0	765.000000	232.000000	0.000000	0.157920	-0.156940	3.006300	-82.312981	-197.781800	-274.390933
98	174.066645	270.684769	0.000000	254.000000	232.000000	0.000000	45.310199	-12.565200	720.129410	27858.039953	57562.359968	-967.044106	0	0	0	765.000000	232.000000	0.000000	0.428640	-0.560500	2.186400	-116.429919	-226.143433	-307.026611
99	173.665754	272.663959	0.000000	254.000000	232.000000	0.000000	47.685599	-12.187800	725.151110	29487.514729	58254.467393	-683.009982	0	0	0	765.000000	232.000000	0.000000	0.406080	-0.156940	4.646100	-45.416345	-115.278342	-247.406143
100	172.798448	272.221178	0.000000	254.000000	232.000000	0.000000	46.087199	-13.408800	732.375310	29456.997558	59470.011507	-704.857583	0	0	0	765.000000	232.000000	0.000000	0.293280	-0.179360	3.735100	-64.699977	-185.079769	-209.831383
101	172.806350	273.716644	0.000000	254.000000	232.000000	0.000000	48.129599	-13.919400	732.463410	30555.915419	59471.377505	-469.589146	0	0	0	765.000000	232.000000	0.000000	0.721920	0.134520	2.550800	-164.644927	-190.926762	-252.320146
102	172.611773	272.538727	0.000000	254.000000	232.000000	0.000000	46.864199	-15.118200	738.718510	29946.707665	60122.989790	-620.401802	0	0	0	765.000000	232.000000	0.000000	0.203040	-0.201780	3.006300	56.682055	-303.001834	-263.670514
103	172.632998	274.033757	0.000000	254.000000	232.000000	0.000000	48.218399	-15.917400	732.992010	30810.408132	59641.362296	-260.529838	0	0	0	765.000000	232.000000	0.000000	0.135360	-0.313880	2.915200	-3.929573	-149.768023	-236.939132
104	172.347993	272.527173	0.000000	254.000000	232.000000	0.000000	46.997399	-16.983000	734.842110	29781.073645	60001.333121	-415.805921	0	0	0	765.000000	232.000000	0.000000	0.157920	-0.448400	3.279600	-93.734701	-235.727183	-306.999615
105	172.536948	273.471429	0.000000	254.000000	232.000000	0.000000	48.129599	-16.627800	725.415410	30084.013389	59094.553353	-162.667462	0	0	0	765.000000	232.000000	0.000000	0.270720	-0.358720	2.550800	69.529324	-323.907677	-333.739880
106	172.100294	271.637099	0.000000	254.000000	232.000000	0.000000	46.642199	-16.605600	721.715210	28606.697339	59108.263549	-309.093948	0	0	0	765.000000	232.000000	0.000000	0.518880	-0.493240	4.646100	-152.297525	-194.907518	-253.134882
107	171.912934	272.730983	0.000000	254.000000	232.000000	0.000000	48.329399	-16.206000	708.852610	28872.263851	58187.630970	-184.961172	0	0	0	765.000000	232.000000	0.000000	0.654240	-0.179360	2.733000	-45.548368	-244.949941	-311.870252
108	173.098430	271.140913	0.000000	254.000000	232.000000	0.000000	48.018599	-14.319000	711.055110	27831.346431	57525.474506	-131.717740	0	0	0	765.000000	232.000000	0.000000	0.406080	-0.336300	4.190600	-80.351553	-321.680449	-296.016732
109	173.796388	272.320575	0.000000	254.000000	232.000000	0.000000	46.775399	-13.342200	702.245110	28314.926819	56322.594098	295.141693	0	0	0	765.000000	232.000000	0.000000	0.428640	0.201780	2.550800	-21.297497	-245.383275	-225.465457
110	177.069881	270.271547	0.000000	254.000000	232.000000	0.000000	43.800599	-18.936600	711.055110	27213.179101	54701.554569	-455.095194	0	0	0	765.000000	232.000000	0.000000	0.541440	-0.470820	3.370700	-75.875545	-278.943192	-285.366675
111	180.336937	270.169930	0.000000	254.000000	232.000000	0.000000	38.383799	-16.805400	715.812510	27322.513101	52728.941729	-85.382736	0	0	0	765.000000	232.000000	0.000000	0.541440	0.448400	4.372800	137.692872	-289.524856	-219.754830
112	182.460242	268.087585	0.000000	254.000000	232.000000	0.000000	37.495799	-14.496600	725.855910	26194.386822	51927.556297	199.067971	0	0	0	765.000000	232.000000	0.000000	0.473760	-0.224200	4.372800	8.372109	-522.052122	-306.614715
113	185.726063	268.127484	0.000000	254.000000	232.000000	0.000000	38.183999	-18.426000	731.758610	26436.597279	49960.040958	-89.663123	0	0	0	765.000000	232.000000	0.000000	0.293280	0.134520	2.824100	-42.779227	-287.479371	-177.196402
